YP_687595.1	K12524
YP_688910.1	K02793,K02794
YP_688911.1
YP_688912.1
YP_688913.1	K01752
YP_688914.1
YP_688915.1	K01665
YP_688916.1	K09917
YP_688917.1
YP_688918.1
YP_688919.1
YP_688920.1	K14742
YP_688921.1	K07285
YP_688922.1	K01897
YP_688923.1	K03684
YP_688924.1	K00540
YP_688925.1	K00517
YP_688926.1
YP_688927.1
YP_688928.1	K07180
YP_688929.1
YP_688930.1	K07480
YP_688931.1	K07274
YP_688932.1
YP_688933.1	K01792
YP_688934.1	K00134
YP_688935.1	K07305
YP_688936.1	K09916
YP_688937.1
YP_688938.1	K08369
YP_688939.1
YP_688940.1
YP_688941.1
YP_688942.1
YP_688943.1
YP_688944.1	K07480
YP_688945.1	K08281
YP_688946.1	K01424
YP_688947.1	K04773
YP_688948.1
YP_688949.1	K01008
YP_688950.1	K03169
YP_688951.1
YP_688952.1	K07480
YP_688953.1	K00262
YP_688954.1
YP_688955.1	K08320
YP_688956.1
YP_688957.1	K05779
YP_688958.1	K05777
YP_688959.1
YP_688960.1
YP_688961.1
YP_688962.1
YP_688963.1
YP_688964.1
YP_688965.1	K01142
YP_688966.1	K00673
YP_688967.1	K06447
YP_688968.1	K05526
YP_688969.1
YP_688970.1	K09975
YP_688971.1	K05984
YP_688972.1	K01916
YP_688973.1	K04064
YP_688974.1	K02760
YP_688975.1	K02761
YP_688976.1	K02759
YP_688977.1	K01222
YP_688978.1	K03478
YP_688979.1	K03781
YP_688980.1	K15722
YP_688981.1	K07038
YP_688982.1
YP_688983.1
YP_688984.1
YP_688985.1
YP_688986.1	K16370
YP_688987.1	K07283
YP_688988.1
YP_688989.1	K07480
YP_688990.1
YP_688991.1	K01868
YP_688992.1	K02520
YP_688993.1	K02916
YP_688994.1	K02887
YP_688995.1
YP_688996.1	K01889
YP_688997.1	K01890
YP_688998.1	K04764
YP_688999.1	K06073
YP_689000.1	K00432
YP_689001.1	K06074
YP_689002.1	K13695
YP_689003.1
YP_689004.1
YP_689005.1	K08997
YP_689006.1
YP_689007.1	K01626
YP_689008.1	K09773
YP_689009.1	K01007
YP_689010.1	K12507
YP_689011.1
YP_689012.1	K00313
YP_689013.1
YP_689014.1
YP_689015.1
YP_689016.1
YP_689017.1	K07480
YP_689018.1
YP_689019.1
YP_689020.1
YP_689021.1
YP_689022.1	K07480
YP_689023.1
YP_689024.1
YP_689025.1
YP_689026.1
YP_689027.1
YP_689028.1
YP_689029.1
YP_689030.1
YP_689031.1	K08173
YP_689032.1
YP_689033.1
YP_689034.1
YP_689035.1	K16066
YP_689036.1	K01284
YP_689037.1
YP_689038.1
YP_689039.1
YP_689040.1
YP_689041.1
YP_689042.1
YP_689043.1
YP_689044.1
YP_689045.1	K09771
YP_689046.1	K08323
YP_689047.1
YP_689048.2
YP_689049.1
YP_689050.1	K11531
YP_689051.1	K10558
YP_689052.1	K10556
YP_689053.1	K10557
YP_689054.1
YP_689055.2
YP_689056.1	K08321
YP_689057.1	K11530
YP_689058.1	K00598
YP_689059.1	K08994
YP_689060.1
YP_689061.1
YP_689062.1	K00041
YP_689063.1
YP_689064.1
YP_689065.1	K01425
YP_689066.1
YP_689067.1	K07480
YP_689068.1
YP_689069.1	K08159
YP_689070.1	K05595
YP_689071.1	K03712
YP_689072.2	K13632
YP_689073.1	K13630
YP_689074.1	K15268
YP_689075.1
YP_689076.1
YP_689077.1
YP_689078.1
YP_689079.1
YP_689080.1
YP_689081.1
YP_689082.1
YP_689083.1	K07309
YP_689084.1	K07311
YP_689085.1	K07312
YP_689086.1	K03281
YP_689087.1	K01935
YP_689088.1	K15545
YP_689089.1
YP_689090.1
YP_689091.1	K04775
YP_689092.1	K11742
YP_689093.1	K11743
YP_689094.1	K11744
YP_689095.1	K00325
YP_689096.1	K00324
YP_689097.1
YP_689098.1	K03758
YP_689099.1	K13938
YP_689100.1
YP_689101.1	K07661
YP_689102.1	K06956
YP_689103.1	K07639
YP_689104.1	K10748
YP_689105.1	K01679
YP_689106.1	K01676
YP_689107.1	K01809
YP_689108.1
YP_689109.1	K16140
YP_689110.1	K01195
YP_689111.1	K16138
YP_689112.1	K07480
YP_689113.1	K16136
YP_689114.1	K02790,K02791
YP_689115.1	K14155
YP_689116.1	K01488
YP_689117.1
YP_689118.1
YP_689119.1
YP_689120.1	K03617
YP_689121.1	K03616
YP_689122.1	K03615
YP_689123.1	K03614
YP_689124.1	K03612
YP_689125.1	K03613
YP_689126.1	K10773
YP_689127.1	K03305
YP_689128.1	K00799
YP_689129.1	K00868
YP_689130.1	K01866
YP_689131.1	K00275
YP_689132.1
YP_689133.1
YP_689134.1
YP_689135.1	K09001
YP_689136.1	K06077
YP_689137.1	K06075
YP_689138.1
YP_689139.1
YP_689140.1
YP_689141.1
YP_689142.1	K04565
YP_689143.1
YP_689144.1	K06938
YP_689145.1	K16137
YP_689146.1	K10680
YP_689147.1	K01759
YP_689148.1	K03683
YP_689149.1	K03724
YP_689150.1	K03724
YP_689151.1	K07496
YP_689152.1	K07390
YP_689153.1
YP_689154.1	K04564
YP_689155.1	K08156
YP_689156.1	K03604
YP_689157.1
YP_689158.1
YP_689159.1	K00574
YP_689160.1	K00793
YP_689161.1	K03327
YP_689162.1
YP_689163.1
YP_689164.1
YP_689165.1
YP_689166.1	K08354
YP_689167.1
YP_689168.1
YP_689169.1
YP_689170.1
YP_689171.1
YP_689172.1	K07480
YP_689173.1	K00873
YP_689174.1	K06078
YP_689175.1	K16291
YP_689176.1	K02426
YP_689177.1	K11717
YP_689178.1	K09015
YP_689179.1	K09013
YP_689180.1	K09014
YP_689181.1	K05997
YP_689182.1
YP_689183.1
YP_689184.1	K06911
YP_689185.1
YP_689186.1
YP_689187.1	K07480
YP_689188.1
YP_689189.1
YP_689190.1	K07480
YP_689191.1	K05887
YP_689192.1	K03785
YP_689193.1	K07480
YP_689194.1
YP_689195.1	K01138
YP_689196.1	K06871
YP_689197.1
YP_689198.1	K07480
YP_689199.1
YP_689200.1	K07480
YP_689201.1	K01580
YP_689202.1
YP_689203.1
YP_689204.1	K13069
YP_689205.1	K13243
YP_689206.1	K08641
YP_689207.1	K02034
YP_689208.1	K02031
YP_689209.1	K02032
YP_689210.1	K04063
YP_689211.1	K07480
YP_689212.1
YP_689213.1	K00027
YP_689214.1
YP_689215.1	K08350
YP_689216.1	K08349
YP_689217.1	K08348
YP_689218.1
YP_689219.1	K07480
YP_689220.1
YP_689221.1	K16076
YP_689222.1
YP_689223.1
YP_689224.1
YP_689225.1	K07480
YP_689226.1	K02575
YP_689227.1	K00370
YP_689228.1
YP_689229.1
YP_689230.1
YP_689231.1	K13654
YP_689232.1	K07119
YP_689233.2
YP_689234.1
YP_689235.1	K09936
YP_689236.1
YP_689237.1
YP_689238.1
YP_689239.1	K00137
YP_689240.1	K02053
YP_689241.1
YP_689242.1	K07496
YP_689243.1
YP_689244.1	K16868
YP_689245.1	K03304
YP_689246.1
YP_689247.1	K03817
YP_689248.1	K09794
YP_689249.1
YP_689250.1
YP_689251.1
YP_689252.1	K05876
YP_689253.1
YP_689254.1
YP_689255.1
YP_689256.1
YP_689257.2	K12262
YP_689258.1	K00134
YP_689259.1	K07248
YP_689260.1
YP_689261.1
YP_689262.1	K03578
YP_689263.1	K01118
YP_689264.1
YP_689265.1
YP_689266.1
YP_689267.1	K00981
YP_689268.1
YP_689269.1
YP_689270.1	K07480
YP_689271.1	K03668
YP_689272.1	K03778
YP_689273.1
YP_689274.1
YP_689275.1
YP_689276.1	K07480
YP_689277.1	K03737
YP_689278.1	K14061
YP_689279.1	K14058
YP_689280.1	K05591
YP_689281.1	K16074
YP_689282.1
YP_689283.1
YP_689284.1
YP_689285.1
YP_689286.1
YP_689287.1	K03543
YP_689288.1
YP_689289.1	K00567
YP_689290.1	K01420
YP_689291.1	K14055
YP_689292.1
YP_689293.1
YP_689294.1
YP_689295.1	K16052
YP_689296.1	K15580
YP_689297.1
YP_689298.1
YP_689299.1
YP_689300.1
YP_689301.1
YP_689302.1
YP_689303.1
YP_689304.1
YP_689305.1	K07245
YP_689306.1	K07156
YP_689307.1	K02345
YP_689308.1
YP_689309.1	K10857
YP_689310.1	K01354
YP_689311.1
YP_689312.1
YP_689313.1	K08289
YP_689314.1	K01625
YP_689315.1	K01690
YP_689316.1	K00036
YP_689317.1
YP_689318.1	K00873
YP_689319.1	K02560
YP_689320.1	K01417
YP_689321.1	K09815
YP_689322.1	K09817
YP_689323.1	K09816
YP_689324.1	K03551
YP_689325.1	K03550
YP_689326.1
YP_689327.1	K01159
YP_689328.1
YP_689329.1	K08310
YP_689330.1	K01876
YP_689331.1
YP_689332.1
YP_689333.1
YP_689334.1
YP_689335.1
YP_689336.1
YP_689337.1
YP_689338.1
YP_689339.1
YP_689340.1
YP_689341.1
YP_689342.1
YP_689343.1
YP_689344.1
YP_689345.1
YP_689346.1
YP_689347.1
YP_689348.1
YP_689349.1
YP_689350.1
YP_689351.1
YP_689352.1
YP_689353.1
YP_689354.1	K07483
YP_689355.1
YP_689356.1
YP_689357.1
YP_689358.1
YP_689359.1
YP_689360.1
YP_689361.1	K07136
YP_689362.1	K15256
YP_689363.1	K15257
YP_689364.1
YP_689365.1
YP_689366.1	K07821
YP_689367.1	K06201
YP_689368.1	K09907
YP_689369.1	K01887
YP_689370.1
YP_689371.1
YP_689372.1
YP_689373.1
YP_689374.1	K03516
YP_689375.2	K02401
YP_689376.1
YP_689377.1
YP_689378.1
YP_689379.1
YP_689380.1
YP_689381.1	K03414
YP_689382.1	K03413
YP_689383.1	K03412
YP_689384.1	K00575
YP_689385.1	K05877
YP_689386.1	K05875
YP_689387.1	K03408
YP_689388.1	K03407
YP_689389.1	K02557
YP_689390.1	K02556
YP_689391.1	K02402
YP_689392.1	K14064
YP_689393.1	K01087
YP_689394.1	K10538
YP_689395.1	K10539
YP_689396.1	K10537
YP_689397.1	K02255
YP_689399.1
YP_689400.1
YP_689401.1	K02217
YP_689402.1
YP_689403.1	K03834
YP_689404.1	K07039
YP_689405.1	K00995
YP_689406.1	K03703
YP_689407.1	K07689
YP_689408.1
YP_689409.1	K07782
YP_689410.1	K10010
YP_689411.1	K10009
YP_689412.1	K05396
YP_689413.1	K02424
YP_689414.1	K02425
YP_689415.1	K02405
YP_689416.1	K02406
YP_689417.1	K02407
YP_689418.1	K02422
YP_689419.1	K02423
YP_689420.1	K01176
YP_689421.1
YP_689422.1	K07112
YP_689423.1
YP_689424.1	K07496
YP_689425.1	K16076
YP_689426.1
YP_689427.1	K03297
YP_689428.1	K02408
YP_689429.1	K02410
YP_689430.1	K02411
YP_689431.1	K02412
YP_689432.1	K02414
YP_689433.1	K02415
YP_689434.1	K02416
YP_689435.1	K02417
YP_689436.1	K02418
YP_689437.1	K02419
YP_689438.1	K02420
YP_689439.1	K02421
YP_689440.1	K07781
YP_689441.1
YP_689442.1
YP_689443.1
YP_689444.1	K09781
YP_689445.1
YP_689446.1	K07458
YP_689447.1	K00558
YP_689448.1	K06950
YP_689449.1
YP_689450.1	K07483
YP_689451.1
YP_689452.2
YP_689453.1
YP_689454.1
YP_689455.1
YP_689456.1	K07480
YP_689457.1	K05523
YP_689458.1	K02484
YP_689459.1	K02483
YP_689460.1	K07127
YP_689461.1	K17247
YP_689462.1
YP_689463.1
YP_689464.1
YP_689465.1
YP_689466.1
YP_689467.1
YP_689468.1
YP_689469.1
YP_689470.1
YP_689471.1
YP_689472.1
YP_689473.1
YP_689474.1
YP_689475.1
YP_689476.1
YP_689477.1
YP_689478.1	K07480
YP_689479.1
YP_689480.1	K07480
YP_689481.1
YP_689482.1
YP_689483.1	K09933
YP_689484.1
YP_689485.1
YP_689486.1
YP_689487.1
YP_689488.1
YP_689489.1	K01241
YP_689490.1
YP_689491.1
YP_689492.1
YP_689493.1	K13635
YP_689494.1
YP_689495.1	K16291
YP_689496.1	K00768
YP_689497.1	K02233
YP_689498.1	K02231
YP_689499.1
YP_689500.1
YP_689501.1
YP_689502.1
YP_689503.1	K01141
YP_689504.1
YP_689505.1	K07112
YP_689506.1
YP_689507.1
YP_689508.1
YP_689509.1
YP_689510.1	K07480
YP_689511.1
YP_689512.1	K00765
YP_689513.1	K00013
YP_689514.1	K00817
YP_689515.1	K01089
YP_689516.1	K02501
YP_689517.1	K01814
YP_689518.1	K02500
YP_689519.1	K11755
YP_689520.1	K05789
YP_689521.1	K00033
YP_689522.1
YP_689523.1
YP_689524.1	K12991
YP_689525.1	K12990
YP_689526.1
YP_689527.1	K01790
YP_689528.1	K00973
YP_689529.1	K00067
YP_689530.1	K01710
YP_689531.1	K00963
YP_689532.1	K16703
YP_689533.1	K16710
YP_689534.1	K16695
YP_689535.1	K03606
YP_689536.1	K00971
YP_689537.1	K03208
YP_689538.1	K03207
YP_689539.1	K02377
YP_689540.1	K01711
YP_689541.1	K03818
YP_689542.1
YP_689543.1	K07480
YP_689544.1	K13683
YP_689545.1	K13620
YP_689546.1	K13684
YP_689547.1	K03819
YP_689548.1
YP_689549.1	K16692
YP_689550.1	K01104
YP_689551.1	K01991
YP_689552.1
YP_689553.1	K07289
YP_689554.1	K01494
YP_689555.1	K00876
YP_689556.1
YP_689557.1
YP_689558.1
YP_689559.1
YP_689560.1	K04046
YP_689561.1	K01247
YP_689562.1
YP_689563.1	K07799
YP_689564.1	K07788
YP_689565.1
YP_689566.1	K07789
YP_689567.2
YP_689568.1	K07642
YP_689569.1	K07664
YP_689570.1	K09946
YP_689571.1	K08303
YP_689572.1
YP_689573.1	K07029
YP_689574.1	K02436
YP_689575.1	K02775
YP_689576.1	K02774
YP_689577.1	K16371
YP_689578.2	K08302
YP_689579.1	K11645
YP_689580.1
YP_689581.1
YP_689582.1
YP_689583.1	K07273
YP_689584.1	K00941
YP_689585.1	K00878
YP_689586.1
YP_689587.1	K08970
YP_689588.1
YP_689589.1
YP_689590.1	K07347
YP_689591.1
YP_689592.1	K07480
YP_689593.1
YP_689594.1
YP_689595.1	K03593
YP_689596.1	K01874
YP_689597.1
YP_689598.1
YP_689599.1
YP_689600.1
YP_689601.1	K07480
YP_689602.1
YP_689603.1
YP_689604.1
YP_689605.1	K02477
YP_689606.1	K02478
YP_689607.1
YP_689608.1
YP_689609.1
YP_689610.1
YP_689611.1
YP_689612.1
YP_689613.1
YP_689614.1
YP_689615.1
YP_689616.1	K07480
YP_689617.1
YP_689618.1	K07480
YP_689619.1
YP_689620.1
YP_689621.1
YP_689622.1
YP_689623.1	K14059
YP_689624.1
YP_689625.1
YP_689626.1
YP_689627.1	K05846
YP_689628.1	K05847
YP_689629.1	K05846
YP_689630.1	K05845
YP_689631.1	K05349
YP_689632.1	K03777
YP_689633.1	K07262
YP_689634.1
YP_689635.1
YP_689636.1
YP_689637.1	K05541
YP_689638.1	K06518
YP_689639.1
YP_689640.1	K01489
YP_689641.1	K03748
YP_689642.1
YP_689643.1
YP_689644.1	K10541
YP_689645.1	K10542
YP_689646.1	K10540
YP_689647.1	K02529
YP_689648.1	K07148
YP_689649.1	K01495
YP_689650.1	K01070
YP_689651.1	K16089
YP_689652.1	K11733
YP_689653.1
YP_689654.1
YP_689655.1	K01151
YP_689656.1
YP_689657.1	K16325
YP_689658.1	K10213
YP_689659.1	K16326
YP_689660.1	K16324
YP_689661.1	K16329
YP_689662.1	K16328
YP_689663.1	K02769,K02770
YP_689664.1	K00882
YP_689665.1	K02768,K11183
YP_689666.1	K03291
YP_689667.1
YP_689668.1
YP_689669.1
YP_689670.1	K02356
YP_689671.1	K00540
YP_689672.1
YP_689673.1
YP_689674.1	K13694
YP_689675.1
YP_689676.1	K13893
YP_689677.1	K13894
YP_689678.1	K13895
YP_689679.1	K13896
YP_689680.1
YP_689681.1	K07552
YP_689682.1	K06183
YP_689683.1
YP_689684.2	K02897
YP_689685.1	K06899
YP_689686.1	K09904
YP_689687.1	K07014
YP_689688.1
YP_689689.1	K07685
YP_689690.1	K02200
YP_689691.1	K02199
YP_689692.1	K02198
YP_689693.1	K02197
YP_689694.1	K02196
YP_689695.1	K02195
YP_689696.1	K02194
YP_689697.1	K02193
YP_689698.1	K02569
YP_689699.1	K02568
YP_689700.1	K02574
YP_689701.1	K02573
YP_689702.1	K02567
YP_689703.1	K02570
YP_689704.1	K08276
YP_689705.1	K06159
YP_689706.1	K03919
YP_689707.1	K10778
YP_689708.1	K03734
YP_689709.1	K09475
YP_689710.1	K07676
YP_689711.1	K07687
YP_689712.1	K07677
YP_689713.1
YP_689714.1
YP_689715.1	K07497
YP_689716.1
YP_689717.1	K09934
YP_689718.1
YP_689719.1
YP_689720.1	K02469
YP_689721.1	K00568
YP_689722.1
YP_689723.2
YP_689724.1	K00525
YP_689725.1	K00526
YP_689726.1	K11107
YP_689727.1
YP_689728.1	K01126
YP_689729.1	K02445
YP_689730.1	K00111
YP_689731.1	K00112
YP_689732.1	K00113
YP_689733.1
YP_689734.1	K12660
YP_689735.1
YP_689736.1	K03743,K03742
YP_689737.1
YP_689738.1	K12944
YP_689739.1
YP_689740.1	K07806
YP_689741.1	K10012
YP_689742.1	K10011
YP_689743.1	K13014
YP_689744.2	K07264
YP_689745.1	K12962
YP_689746.1	K12963
YP_689747.1	K01911
YP_689748.1	K02549
YP_689749.1	K01661
YP_689750.1	K08680
YP_689751.1	K02551
YP_689752.1	K02552
YP_689753.1	K05594
YP_689754.1	K02348
YP_689755.1	K00784
YP_689756.1
YP_689757.1	K07480
YP_689758.1
YP_689759.1	K00343
YP_689760.1	K00342
YP_689761.1	K00341
YP_689762.1	K00340
YP_689763.1	K00339
YP_689764.1	K00338
YP_689765.1	K00337
YP_689766.1	K00336
YP_689767.1	K00335
YP_689768.1	K00334
YP_689769.1	K13378
YP_689770.1	K00331
YP_689771.1	K00330
YP_689772.1
YP_689773.1	K14260
YP_689774.1	K08722
YP_689775.1
YP_689776.1
YP_689777.1	K09161
YP_689778.1	K09899
YP_689779.1	K00925
YP_689780.1	K13788
YP_689781.1
YP_689782.1	K01554
YP_689783.1	K07095
YP_689784.1
YP_689785.1	K00799
YP_689786.1	K07589
YP_689787.1	K07071
YP_689788.1
YP_689789.1	K10017
YP_689790.1	K10015
YP_689791.1	K10016
YP_689792.1	K10014
YP_689793.1	K10013
YP_689794.2
YP_689795.1
YP_689796.1	K03186
YP_689797.1	K00764
YP_689798.1	K03558
YP_689799.1	K03749
YP_689800.1	K11754
YP_689801.1	K01963
YP_689802.1	K03975
YP_689803.1	K06173
YP_689804.1
YP_689805.1	K03473
YP_689806.1
YP_689807.1
YP_689808.1	K00647
YP_689809.1	K15461
YP_689810.1
YP_689811.1	K09906
YP_689812.1	K07090
YP_689813.1	K07261
YP_689814.1	K01736
YP_689815.1	K07320
YP_689816.1
YP_689817.1
YP_689818.1
YP_689819.1
YP_689820.1
YP_689821.1
YP_689822.1
YP_689823.1	K08296
YP_689824.1	K01782
YP_689825.1	K00632
YP_689826.1
YP_689827.1	K06076
YP_689828.1
YP_689829.1	K04754
YP_689830.1
YP_689831.1
YP_689832.1
YP_689833.1
YP_689834.1	K00847
YP_689835.1
YP_689836.1	K01193
YP_689837.1
YP_689838.1
YP_689839.1	K01753
YP_689840.1	K07786
YP_689841.1	K07797
YP_689842.1	K07690
YP_689843.1	K07679
YP_689844.1
YP_689845.1	K07088
YP_689846.1	K01577
YP_689847.1	K07749
YP_689848.1
YP_689849.1
YP_689850.1	K12974
YP_689851.1	K14261
YP_689852.1	K02478
YP_689853.1	K02477
YP_689854.1
YP_689855.1	K11201,K11189,K08483
YP_689856.1
YP_689857.1	K11203
YP_689858.1	K11202
YP_689859.1	K00845
YP_689860.1
YP_689861.1
YP_689862.1	K03322
YP_689863.1	K11535
YP_689864.1
YP_689865.1
YP_689866.1
YP_689867.1	K01885
YP_689868.1
YP_689869.1
YP_689870.1	K14347
YP_689871.1	K09954
YP_689872.1	K01972
YP_689873.1	K03528
YP_689874.1	K06203
YP_689875.1	K01738
YP_689876.1	K02784
YP_689877.1	K08483
YP_689878.1	K02777
YP_689879.1	K00868
YP_689880.1
YP_689881.1
YP_689882.1
YP_689883.1	K12339
YP_689884.1	K02045
YP_689885.1	K02047
YP_689886.1	K02046
YP_689887.1	K02048
YP_689888.1	K00540
YP_689889.1	K15835
YP_689890.1	K07106
YP_689891.1	K11192,K11191
YP_689892.1	K07223
YP_689893.1
YP_689894.1
YP_689895.1
YP_689896.1	K01448
YP_689897.1	K00228
YP_689898.1	K04033
YP_689899.1	K04025
YP_689900.1	K04026
YP_689901.1
YP_689902.1
YP_689903.1
YP_689904.1
YP_689905.1
YP_689906.1
YP_689907.1
YP_689908.1
YP_689909.1	K01776
YP_689910.1	K07480
YP_689911.2
YP_689912.1
YP_689913.1	K04019
YP_689914.1	K04029
YP_689915.1	K04031
YP_689916.1	K00029
YP_689917.1	K00616
YP_689918.1	K00615
YP_689919.1
YP_689920.1	K12945
YP_689921.1
YP_689922.1	K03296
YP_689923.1
YP_689924.1	K01439
YP_689925.2
YP_689926.1	K06999
YP_689927.1	K06957
YP_689928.1	K07054
YP_689929.1	K01923
YP_689930.1	K07287
YP_689931.1	K01714
YP_689932.1	K03567
YP_689933.1	K03564
YP_689934.1	K12136
YP_689935.1	K12138
YP_689936.1	K12139
YP_689937.1	K12140
YP_689938.1	K12141
YP_689939.1	K12143
YP_689940.1	K12144
YP_689941.1	K12145
YP_689942.1	K12146
YP_689943.1	K03548
YP_689944.1
YP_689945.1	K00537
YP_689946.1	K10763
YP_689947.1	K02824
YP_689948.1	K00761
YP_689949.1	K01933
YP_689950.1	K11175
YP_689951.1	K00937
YP_689952.1	K01524
YP_689953.1
YP_689954.1
YP_689955.1
YP_689956.1
YP_689957.1
YP_689958.1	K01951
YP_689959.1	K00088
YP_689960.1	K03601
YP_689961.1
YP_689962.1	K03977
YP_689963.1
YP_689964.1
YP_689965.1	K01892
YP_689966.1	K03526
YP_689967.1	K15539
YP_689968.1	K06941
YP_689969.1	K00940
YP_689970.1	K05367
YP_689971.1
YP_689972.1
YP_689973.1
YP_689974.1	K07751
YP_689975.1
YP_689976.1	K04755
YP_689977.1	K04044
YP_689978.1	K04082
YP_689979.1	K13628
YP_689980.1	K04488
YP_689981.1	K04487
YP_689982.1	K13643
YP_689983.1	K15396
YP_689984.1	K01092
YP_689985.1	K06889
YP_689986.1
YP_689987.1	K05820
YP_689988.1	K05817
YP_689989.1	K05708
YP_689990.1	K05709
YP_689991.1	K05710
YP_689992.1	K05711
YP_689993.1	K00529
YP_689994.1	K15977
YP_689995.1
YP_689996.1
YP_689997.1	K02057
YP_689998.1	K02056
YP_689999.1	K02058
YP_690000.1
YP_690001.1	K00600
YP_690002.1	K05916
YP_690003.1	K04751
YP_690004.1	K07715
YP_690005.1
YP_690006.1	K07711
YP_690007.1	K01952
YP_690008.1
YP_690009.1	K11991
YP_690010.1
YP_690011.1
YP_690012.1
YP_690013.1
YP_690014.1
YP_690015.1
YP_690016.1
YP_690017.1
YP_690018.1
YP_690019.1
YP_690020.1
YP_690021.1
YP_690022.1
YP_690023.1
YP_690024.1
YP_690025.1
YP_690026.1	K07480
YP_690027.1
YP_690028.1	K00997
YP_690029.1	K03474
YP_690030.1	K03584
YP_690031.1	K03595
YP_690032.1	K03685
YP_690033.1	K03100
YP_690034.1	K03596
YP_690035.1	K03803
YP_690036.1	K03598
YP_690037.1	K03597
YP_690038.1	K03088
YP_690039.1	K15460
YP_690040.1	K05590
YP_690041.1
YP_690042.1	K11249
YP_690043.1	K06866
YP_690044.1	K03648
YP_690045.1	K03214
YP_690046.1	K03672
YP_690047.1	K05812
YP_690048.1	K09181
YP_690049.1	K00998
YP_690050.1	K05811
YP_690051.1	K03761
YP_690052.1
YP_690053.1
YP_690054.1	K05807
YP_690055.1	K06180
YP_690056.1	K05810
YP_690057.1	K03695
YP_690058.1
YP_690059.1	K06966
YP_690060.1	K06879
YP_690061.1	K15723
YP_690062.1
YP_690063.1	K06175
YP_690064.1
YP_690065.1	K03535
YP_690066.1	K13918
YP_690067.1	K01706
YP_690068.1	K07678
YP_690069.1	K03215
YP_690070.1	K00951
YP_690071.1	K04765
YP_690072.1	K01937
YP_690073.1	K01689
YP_690074.1	K06872
YP_690075.1	K10026
YP_690076.1
YP_690077.1
YP_690078.1
YP_690079.1
YP_690080.1
YP_690081.1
YP_690082.1
YP_690083.1
YP_690084.1
YP_690085.1
YP_690086.1
YP_690087.1
YP_690088.1
YP_690089.1
YP_690090.1
YP_690091.1
YP_690092.1	K02315
YP_690093.1	K02314
YP_690094.1
YP_690095.1
YP_690096.1
YP_690097.1
YP_690098.1	K01185
YP_690099.1	K14744
YP_690100.1
YP_690101.1
YP_690102.1
YP_690103.1
YP_690104.1
YP_690105.1
YP_690106.1
YP_690107.1
YP_690108.1
YP_690109.1
YP_690110.1
YP_690111.1
YP_690112.1
YP_690113.1
YP_690114.1
YP_690115.1
YP_690116.1
YP_690117.1
YP_690118.1
YP_690119.1
YP_690120.1
YP_690121.1
YP_690122.1
YP_690123.1
YP_690124.1
YP_690125.1
YP_690126.1
YP_690127.1
YP_690128.1
YP_690129.1
YP_690130.1	K00313
YP_690131.1	K01737
YP_690132.1	K00380
YP_690133.1	K00381
YP_690134.1	K00390
YP_690135.1	K07012
YP_690136.1	K09612
YP_690137.1	K00957
YP_690138.1	K00956
YP_690139.1	K00860
YP_690140.1
YP_690141.1	K05589
YP_690142.1	K00991
YP_690143.1	K01770
YP_690144.1	K06176
YP_690145.1	K03787
YP_690146.1	K00573
YP_690147.1	K06194
YP_690148.1	K03087
YP_690149.1
YP_690150.1	K03186
YP_690151.1
YP_690152.1
YP_690153.1
YP_690154.1
YP_690155.1
YP_690156.1	K07480
YP_690157.1	K07483
YP_690158.1	K08319
YP_690159.1
YP_690160.1	K03555
YP_690161.1
YP_690162.1	K15836
YP_690163.1	K04655
YP_690164.1	K04654
YP_690165.1	K04653
YP_690166.1	K04652
YP_690167.1	K04651
YP_690168.1	K15833
YP_690169.1	K15827
YP_690170.1	K15828
YP_690171.1	K15829
YP_690172.1	K15830
YP_690173.1	K15831
YP_690174.1	K15832
YP_690175.1	K15834
YP_690176.1	K08315
YP_690177.1
YP_690178.1
YP_690179.1	K01223
YP_690180.1	K02752,K02753
YP_690181.1	K03487
YP_690182.1	K05796
YP_690183.1	K04656
YP_690184.1	K12265
YP_690185.1	K12264
YP_690186.1	K12266
YP_690187.1	K02467
YP_690188.1	K02468
YP_690189.1	K02466
YP_690190.1	K00068
YP_690191.1	K02781
YP_690192.1	K02783
YP_690193.1	K08305
YP_690194.1	K03743
YP_690195.1	K03553
YP_690196.1	K03565
YP_690197.1	K01872
YP_690198.1	K03563
YP_690199.1
YP_690200.1
YP_690201.1	K01919
YP_690202.1	K07173
YP_690203.1	K03446
YP_690204.1	K15974
YP_690205.1
YP_690206.1
YP_690207.1
YP_690208.1	K02002
YP_690209.1	K02001
YP_690210.1	K02000
YP_690211.1	K00526
YP_690212.1	K00525
YP_690213.1	K03647
YP_690214.1	K06191
YP_690215.1
YP_690216.1
YP_690217.1
YP_690218.1	K11685
YP_690219.1
YP_690220.1
YP_690221.1
YP_690222.1
YP_690223.1	K15735
YP_690224.1	K11735
YP_690225.1	K07250
YP_690226.1	K15736
YP_690227.1	K15737
YP_690228.1
YP_690229.1
YP_690230.1	K07483
YP_690231.1	K07480
YP_690232.1
YP_690233.1
YP_690234.1	K03664
YP_690235.1	K09801
YP_690236.2	K06186
YP_690237.1	K03631
YP_690238.1	K00858
YP_690239.1	K03687
YP_690240.1
YP_690241.1
YP_690242.1	K03106
YP_690243.1	K02959
YP_690244.1	K02860
YP_690245.1	K00554
YP_690246.1	K02884
YP_690247.1
YP_690248.1
YP_690249.1
YP_690250.1
YP_690251.1
YP_690252.1	K01626
YP_690253.1	K14187
